device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
desktop,Apple,Safari,888,104040,2022-01-02 05:00:00,fr,USA,Google,CPC,page_view,549,182206,7135,5.0,8,4,135.06898655684276,2022-01-30,06
mobile,Oppo,Edge,295,487472,2022-01-02 06:00:00,jp,Taiwan,Facebook,CPC,page_view,361,116763,9304,378.0,8,3,62.490717127349455,2022-01-31,06
tablet,Samsung,Firefox,653,895419,2022-01-02 07:00:00,fr,Taiwan,Google,CPC,page_view,163,344921,269,80.0,4,2,380.81991066610675,2022-02-01,06
mobile,Xiaomi,Edge,232,924854,2022-01-02 08:00:00,zh,USA,Direct,Organic,purchase,732,762388,6477,170.0,3,3,311.78023811892893,2022-02-02,06
mobile,Xiaomi,Firefox,745,858284,2022-01-02 09:00:00,fr,Japan,Facebook,CPC,page_view,513,410785,1468,234.0,6,3,282.07308562152747,2022-02-03,06
tablet,Other,Safari,34,167679,2022-01-02 10:00:00,zh,Japan,Facebook,Social,purchase,133,847281,7948,439.0,6,2,373.43876013647196,2022-02-04,06
desktop,Oppo,Firefox,342,502637,2022-01-02 11:00:00,fr,France,Facebook,CPC,page_view,657,470816,5352,20.0,2,4,168.4831203426749,2022-02-05,06
desktop,Other,Chrome,646,848422,2022-01-02 12:00:00,en,Taiwan,Direct,Social,page_view,279,626819,6042,331.0,3,3,241.00253384290136,2022-02-06,06
tablet,Oppo,Chrome,624,381104,2022-01-02 13:00:00,fr,USA,Google,Social,page_view,680,797088,5522,137.0,5,2,450.90395161236773,2022-02-07,06
tablet,Apple,Chrome,641,190819,2022-01-02 14:00:00,fr,Taiwan,Direct,CPC,purchase,997,916443,2503,398.0,3,2,338.21234295164476,2022-02-08,06
tablet,Samsung,Safari,762,705151,2022-01-02 15:00:00,en,France,Google,Organic,purchase,42,523789,3307,130.0,5,2,101.86321380614821,2022-02-09,06
desktop,Xiaomi,Safari,745,486498,2022-01-02 16:00:00,jp,Taiwan,Direct,Social,purchase,60,577975,2673,13.0,2,3,446.4425927744418,2022-02-10,06
tablet,Oppo,Safari,99,980034,2022-01-02 17:00:00,zh,USA,Google,Social,purchase,321,115322,6854,266.0,8,2,389.21774955985063,2022-02-11,06
tablet,Oppo,Safari,624,827488,2022-01-02 18:00:00,zh,France,Facebook,Social,page_view,668,572189,8277,272.0,8,2,168.73784139777533,2022-02-12,06
mobile,Other,Firefox,425,309164,2022-01-02 19:00:00,jp,Taiwan,Direct,CPC,purchase,150,594793,6388,401.0,7,1,166.40387855930567,2022-02-13,06
mobile,Xiaomi,Firefox,164,226504,2022-01-02 20:00:00,jp,France,Direct,Social,page_view,60,992606,9019,43.0,5,4,194.87979464910106,2022-02-14,06
tablet,Other,Chrome,354,852093,2022-01-02 21:00:00,en,France,Direct,Social,purchase,809,130327,2568,66.0,5,4,317.99605018684014,2022-02-15,06
tablet,Other,Chrome,613,183974,2022-01-02 22:00:00,fr,USA,Direct,Organic,add_to_cart,306,874245,1700,8.0,5,2,7.373446043005149,2022-02-16,06
mobile,Oppo,Safari,916,816641,2022-01-02 23:00:00,zh,Japan,Facebook,Social,purchase,150,440269,880,358.0,4,1,346.1151219138927,2022-02-17,06
desktop,Other,Chrome,572,195659,2022-01-03 00:00:00,zh,France,Google,Organic,purchase,57,898668,7316,190.0,9,3,378.72877789509664,2022-02-18,06
mobile,Samsung,Safari,527,795063,2022-01-03 01:00:00,en,France,Facebook,Social,page_view,734,878899,2287,429.0,4,1,445.75940969331197,2022-02-19,06
tablet,Xiaomi,Firefox,803,521816,2022-01-03 02:00:00,jp,Japan,Facebook,CPC,page_view,838,383039,6113,308.0,3,1,146.94936567198982,2022-02-20,06
tablet,Other,Firefox,837,349729,2022-01-03 03:00:00,zh,Japan,Facebook,CPC,page_view,857,245088,6313,482.0,1,4,164.3697735919171,2022-02-21,06
desktop,Oppo,Firefox,844,523324,2022-01-03 04:00:00,fr,Japan,Direct,CPC,add_to_cart,149,935016,4005,449.0,4,1,473.8803103414221,2022-02-22,06
mobile,Xiaomi,Firefox,192,268304,2022-01-03 05:00:00,zh,Japan,Direct,CPC,purchase,393,337727,6890,88.0,1,3,147.8612103341674,2022-02-23,06
tablet,Other,Chrome,768,418862,2022-01-03 06:00:00,zh,Taiwan,Direct,Social,add_to_cart,791,807961,1102,17.0,3,3,288.7132289252669,2022-02-24,06
mobile,Apple,Firefox,978,865662,2022-01-03 07:00:00,en,Taiwan,Google,CPC,page_view,704,799790,1691,76.0,2,4,340.09707500200375,2022-02-25,06
mobile,Other,Edge,530,223918,2022-01-03 08:00:00,jp,USA,Referral,Organic,add_to_cart,235,625136,8157,256.0,6,1,7.412707548319838,2022-02-26,06
desktop,Apple,Chrome,434,228972,2022-01-03 09:00:00,fr,Taiwan,Facebook,Social,add_to_cart,184,380576,8853,147.0,3,3,168.46888362193673,2022-02-27,06
tablet,Samsung,Edge,764,235081,2022-01-03 10:00:00,zh,Japan,Google,CPC,add_to_cart,981,327340,452,266.0,3,3,477.9858883102008,2022-02-28,06
desktop,Oppo,Safari,811,895682,2022-01-03 11:00:00,jp,USA,Direct,Social,add_to_cart,918,112405,8356,212.0,7,2,294.6553525745307,2022-03-01,06
desktop,Oppo,Chrome,72,386323,2022-01-03 12:00:00,fr,France,Referral,CPC,add_to_cart,66,265056,5595,414.0,2,1,339.46672476654606,2022-03-02,06
mobile,Oppo,Edge,391,660896,2022-01-03 13:00:00,jp,France,Direct,CPC,page_view,978,621230,7365,62.0,3,4,150.89913986118438,2022-03-03,06
desktop,Xiaomi,Safari,258,993771,2022-01-03 14:00:00,fr,Japan,Facebook,CPC,page_view,334,690227,8337,318.0,2,2,426.99893717256685,2022-03-04,06
tablet,Xiaomi,Edge,904,606423,2022-01-03 15:00:00,en,USA,Google,CPC,purchase,16,812189,2207,477.0,3,3,448.4194137373216,2022-03-05,06
tablet,Samsung,Safari,5,315624,2022-01-03 16:00:00,en,USA,Direct,Social,add_to_cart,434,440287,4019,307.0,4,3,114.19372566566281,2022-03-06,06
desktop,Xiaomi,Firefox,896,838566,2022-01-03 17:00:00,zh,Taiwan,Google,Social,add_to_cart,641,837579,263,344.0,3,4,228.33370579283627,2022-03-07,06
tablet,Apple,Safari,828,588579,2022-01-03 18:00:00,en,Japan,Facebook,Organic,add_to_cart,930,925158,755,441.0,3,3,215.62290297710533,2022-03-08,06
tablet,Oppo,Firefox,530,800902,2022-01-03 19:00:00,jp,France,Referral,CPC,add_to_cart,267,219254,2060,395.0,2,1,218.08686964243464,2022-03-09,06
mobile,Oppo,Edge,648,468599,2022-01-03 20:00:00,jp,France,Direct,CPC,page_view,894,544157,7702,360.0,9,1,97.2381756480259,2022-03-10,06
tablet,Other,Firefox,283,243018,2022-01-03 21:00:00,jp,USA,Referral,Social,page_view,850,471988,8129,191.0,6,4,426.80951293967985,2022-03-11,06
mobile,Oppo,Safari,377,969718,2022-01-03 22:00:00,en,Japan,Facebook,CPC,purchase,956,383230,5960,137.0,8,1,16.836106982235016,2022-03-12,06
tablet,Apple,Firefox,873,450870,2022-01-03 23:00:00,fr,Japan,Google,Social,add_to_cart,455,593871,358,387.0,6,1,379.7764654407615,2022-03-13,06
desktop,Samsung,Edge,161,548074,2022-01-04 00:00:00,en,USA,Direct,Organic,purchase,609,508291,4742,211.0,5,1,336.83528231214444,2022-03-14,06
desktop,Other,Safari,114,493372,2022-01-04 01:00:00,jp,Japan,Google,CPC,purchase,303,932632,2882,248.0,4,1,261.54325488340396,2022-03-15,06
mobile,Apple,Chrome,738,350436,2022-01-04 02:00:00,zh,USA,Google,Social,page_view,65,683495,3430,350.0,9,3,129.06191331016078,2022-03-16,06
mobile,Xiaomi,Safari,882,817813,2022-01-04 03:00:00,zh,France,Direct,Social,add_to_cart,123,403988,6704,73.0,1,2,436.30335834794977,2022-03-17,06
mobile,Oppo,Firefox,351,479859,2022-01-04 04:00:00,fr,Japan,Referral,Social,purchase,299,831797,7328,283.0,5,4,337.59307015063627,2022-03-18,06
mobile,Samsung,Edge,133,409547,2022-01-04 05:00:00,fr,USA,Google,Social,page_view,216,256203,9809,213.0,7,2,353.29217134627356,2022-03-19,06
desktop,Other,Safari,258,597115,2022-01-04 06:00:00,zh,Taiwan,Google,Organic,purchase,220,856416,2681,388.0,9,4,135.74898906999263,2022-03-20,06
mobile,Other,Firefox,956,854577,2022-01-04 07:00:00,en,USA,Referral,Organic,purchase,496,219823,336,109.0,7,3,235.69803786781577,2022-03-21,06
tablet,Xiaomi,Edge,597,483838,2022-01-04 08:00:00,fr,Japan,Google,Organic,add_to_cart,744,120364,3675,221.0,3,2,451.2867952872656,2022-03-22,06
tablet,Xiaomi,Edge,419,157372,2022-01-04 09:00:00,fr,USA,Direct,Organic,purchase,984,996266,8554,395.0,9,2,206.32521848834043,2022-03-23,06
mobile,Samsung,Firefox,107,538521,2022-01-04 10:00:00,en,Japan,Referral,CPC,purchase,512,451335,5796,68.0,7,1,29.15802716642637,2022-03-24,06
tablet,Xiaomi,Chrome,972,385803,2022-01-04 11:00:00,zh,France,Google,CPC,add_to_cart,993,722280,7431,2.0,4,1,305.9647422137906,2022-03-25,06
tablet,Samsung,Firefox,907,825844,2022-01-04 12:00:00,jp,Japan,Referral,CPC,purchase,143,317716,8358,437.0,2,4,227.73899992151465,2022-03-26,06
mobile,Apple,Edge,70,234745,2022-01-04 13:00:00,jp,Taiwan,Facebook,Organic,purchase,252,828334,1517,481.0,3,2,325.8510841641699,2022-03-27,06
tablet,Samsung,Safari,569,888052,2022-01-04 14:00:00,zh,France,Facebook,Organic,purchase,555,427883,2562,69.0,8,4,100.73283003288137,2022-03-28,06
mobile,Other,Chrome,137,677397,2022-01-04 15:00:00,jp,Taiwan,Google,Organic,page_view,934,175995,6160,344.0,3,4,429.1364638399726,2022-03-29,06
mobile,Xiaomi,Firefox,274,456611,2022-01-04 16:00:00,jp,Taiwan,Facebook,Organic,add_to_cart,60,668789,6709,166.0,7,4,445.7362579304998,2022-03-30,06
desktop,Xiaomi,Chrome,424,836774,2022-01-04 17:00:00,zh,Taiwan,Google,CPC,add_to_cart,53,331355,7348,108.0,3,1,363.7720767573207,2022-03-31,06
mobile,Xiaomi,Firefox,715,975330,2022-01-04 18:00:00,en,USA,Referral,Organic,purchase,709,447563,8867,435.0,4,2,130.30076014590793,2022-04-01,06
desktop,Xiaomi,Safari,48,769025,2022-01-04 19:00:00,en,Taiwan,Google,CPC,purchase,488,834139,4892,70.0,8,1,46.03741828752208,2022-04-02,06
desktop,Samsung,Chrome,60,380156,2022-01-04 20:00:00,jp,USA,Google,Social,page_view,668,403883,4791,451.0,9,3,176.8456020018818,2022-04-03,06
desktop,Xiaomi,Edge,559,973764,2022-01-04 21:00:00,fr,Japan,Facebook,CPC,purchase,735,623846,1619,479.0,4,2,326.10495395262035,2022-04-04,06
tablet,Samsung,Firefox,213,147547,2022-01-04 22:00:00,jp,Taiwan,Direct,CPC,page_view,691,116491,8957,257.0,5,1,335.61909040840465,2022-04-05,06
mobile,Other,Chrome,67,415132,2022-01-04 23:00:00,zh,Japan,Facebook,Organic,page_view,745,181981,4826,113.0,9,2,498.4902440472621,2022-04-06,06
mobile,Apple,Chrome,672,680022,2022-01-05 00:00:00,jp,Japan,Google,Social,add_to_cart,906,301636,8033,120.0,4,1,69.18222667675857,2022-04-07,06
tablet,Oppo,Firefox,349,299617,2022-01-05 01:00:00,zh,Japan,Google,CPC,add_to_cart,7,976019,582,22.0,5,4,145.53379958301264,2022-04-08,06
mobile,Xiaomi,Safari,535,846926,2022-01-05 02:00:00,fr,France,Google,Social,purchase,70,303465,7071,339.0,9,1,171.00068211709748,2022-04-09,06
tablet,Samsung,Safari,43,836350,2022-01-05 03:00:00,fr,Taiwan,Facebook,Organic,page_view,439,222088,9400,58.0,4,2,322.31033877312586,2022-04-10,06
tablet,Apple,Edge,232,252381,2022-01-05 04:00:00,fr,France,Google,Organic,purchase,364,857640,5649,159.0,3,3,396.6735317360103,2022-04-11,06
tablet,Xiaomi,Safari,446,802511,2022-01-05 05:00:00,jp,France,Direct,Organic,add_to_cart,649,442518,9974,375.0,9,2,353.8012038077505,2022-04-12,06
mobile,Apple,Firefox,661,398125,2022-01-05 06:00:00,zh,France,Facebook,CPC,purchase,661,943137,1669,296.0,2,3,388.6566515265215,2022-04-13,06
desktop,Samsung,Chrome,850,311864,2022-01-05 07:00:00,fr,Japan,Referral,CPC,page_view,929,562902,5116,65.0,4,3,329.6298687503923,2022-04-14,06
tablet,Other,Firefox,51,205813,2022-01-05 08:00:00,en,Japan,Direct,Social,add_to_cart,445,239840,1743,235.0,1,3,248.0310197742871,2022-04-15,06
tablet,Apple,Firefox,160,101812,2022-01-05 09:00:00,zh,Japan,Google,Social,add_to_cart,695,955671,2845,374.0,3,4,227.39944313534338,2022-04-16,06
mobile,Xiaomi,Firefox,297,232739,2022-01-05 10:00:00,zh,Taiwan,Google,Social,purchase,120,646776,2293,369.0,4,3,291.56961232309436,2022-04-17,06
mobile,Other,Safari,877,551111,2022-01-05 11:00:00,en,USA,Direct,Social,add_to_cart,258,808662,4864,360.0,7,3,25.550576932220324,2022-04-18,06
mobile,Xiaomi,Safari,165,748972,2022-01-05 12:00:00,zh,Taiwan,Facebook,Social,purchase,617,129263,9723,366.0,1,1,408.93257253537456,2022-04-19,06
tablet,Samsung,Safari,817,777363,2022-01-05 13:00:00,jp,Taiwan,Google,CPC,add_to_cart,21,704355,6650,287.0,7,3,180.3552790179234,2022-04-20,06
mobile,Xiaomi,Firefox,814,842886,2022-01-05 14:00:00,jp,France,Google,Organic,purchase,949,115786,2018,435.0,4,3,355.22670973307123,2022-04-21,06
desktop,Other,Chrome,484,962076,2022-01-05 15:00:00,en,Japan,Direct,Social,purchase,610,886235,8758,473.0,3,3,240.40398555872358,2022-04-22,06
tablet,Samsung,Firefox,609,147501,2022-01-05 16:00:00,fr,Taiwan,Google,CPC,purchase,809,679900,6544,424.0,3,2,185.14500025946694,2022-04-23,06
mobile,Other,Firefox,930,492925,2022-01-05 17:00:00,jp,France,Referral,Organic,page_view,723,936888,1857,172.0,3,2,133.69977282169617,2022-04-24,06
tablet,Samsung,Safari,986,429539,2022-01-05 18:00:00,fr,Japan,Google,Organic,add_to_cart,235,435467,6551,70.0,4,2,157.02346238401435,2022-04-25,06
mobile,Apple,Edge,702,905290,2022-01-05 19:00:00,zh,France,Facebook,Social,add_to_cart,506,468711,3279,354.0,7,4,461.9611894958338,2022-04-26,06
tablet,Samsung,Edge,715,835894,2022-01-05 20:00:00,en,USA,Facebook,Social,page_view,629,726755,4104,447.0,2,2,29.562305636637582,2022-04-27,06
desktop,Other,Edge,634,391554,2022-01-05 21:00:00,zh,France,Direct,CPC,page_view,545,851292,5604,412.0,5,1,190.73020428983602,2022-04-28,06
tablet,Samsung,Edge,576,863408,2022-01-05 22:00:00,jp,Taiwan,Google,Social,add_to_cart,855,940814,5152,9.0,6,1,494.022851975285,2022-04-29,06
desktop,Other,Chrome,74,362000,2022-01-05 23:00:00,zh,France,Facebook,Organic,page_view,844,980373,5585,344.0,8,3,195.49993775164654,2022-04-30,06
mobile,Other,Firefox,25,703881,2022-01-06 00:00:00,zh,USA,Referral,CPC,page_view,47,144207,7616,433.0,3,3,375.67662758808524,2022-05-01,06
mobile,Other,Firefox,122,189530,2022-01-06 01:00:00,fr,France,Referral,Social,purchase,59,552666,2556,397.0,5,3,497.735213252364,2022-05-02,06
desktop,Oppo,Edge,322,570554,2022-01-06 02:00:00,zh,Taiwan,Referral,Organic,page_view,831,966653,9623,9.0,9,1,388.4593080123254,2022-05-03,06
tablet,Other,Safari,55,761621,2022-01-06 03:00:00,zh,Japan,Google,CPC,add_to_cart,547,900413,1781,216.0,2,1,459.42168496945624,2022-05-04,06
mobile,Other,Edge,379,797231,2022-01-06 04:00:00,fr,Japan,Facebook,Organic,page_view,840,528249,174,429.0,9,1,484.0544270646722,2022-05-05,06
desktop,Apple,Firefox,589,703933,2022-01-06 05:00:00,en,Taiwan,Direct,Organic,add_to_cart,505,178741,8922,163.0,1,4,320.05738609678605,2022-05-06,06
tablet,Oppo,Edge,162,312940,2022-01-06 06:00:00,en,USA,Google,Social,page_view,250,653155,505,28.0,7,2,386.06576098194074,2022-05-07,06
mobile,Apple,Edge,390,756496,2022-01-06 07:00:00,jp,France,Google,Social,page_view,152,879093,7160,301.0,3,4,52.53885247929768,2022-05-08,06
tablet,Xiaomi,Safari,38,296414,2022-01-06 08:00:00,zh,Taiwan,Google,Social,add_to_cart,925,360089,9403,256.0,9,2,350.9636209989498,2022-05-09,06
mobile,Other,Edge,369,580067,2022-01-06 09:00:00,en,USA,Google,CPC,purchase,623,808432,9738,78.0,2,2,321.4963971707887,2022-05-10,06
desktop,Other,Safari,648,341063,2022-01-06 10:00:00,zh,USA,Direct,Social,purchase,930,641853,7990,304.0,1,2,191.02864904312185,2022-05-11,06
mobile,Other,Edge,545,942865,2022-01-06 11:00:00,jp,Japan,Google,Social,purchase,920,863195,4821,359.0,3,1,258.15300180039424,2022-05-12,06
tablet,Apple,Edge,826,957585,2022-01-06 12:00:00,jp,Japan,Facebook,CPC,add_to_cart,700,439598,6397,283.0,1,4,238.82846802033967,2022-05-13,06
tablet,Apple,Firefox,377,253426,2022-01-06 13:00:00,en,Japan,Direct,CPC,page_view,657,351346,4761,496.0,5,3,399.78337374002655,2022-05-14,06
desktop,Apple,Firefox,266,444184,2022-01-06 14:00:00,fr,France,Google,Organic,page_view,131,552658,7222,37.0,2,1,93.67962041672763,2022-05-15,06
mobile,Oppo,Firefox,468,961377,2022-01-06 15:00:00,en,Taiwan,Google,CPC,page_view,996,731334,5128,22.0,1,1,341.0160026239447,2022-05-16,06
mobile,Oppo,Edge,434,179213,2022-01-06 16:00:00,zh,USA,Referral,Social,add_to_cart,423,830000,6765,431.0,7,3,164.18110442714863,2022-05-17,06
tablet,Apple,Edge,283,758789,2022-01-06 17:00:00,fr,USA,Facebook,Social,add_to_cart,753,275945,9154,209.0,7,4,344.3717404650847,2022-05-18,06
desktop,Samsung,Safari,129,420760,2022-01-06 18:00:00,zh,France,Direct,CPC,page_view,189,739063,749,489.0,1,2,326.6415494847277,2022-05-19,06
mobile,Apple,Safari,115,110068,2022-01-06 19:00:00,jp,Taiwan,Direct,Social,page_view,518,649728,5928,492.0,5,1,257.96959514052276,2022-05-20,06
desktop,Xiaomi,Edge,401,955101,2022-01-06 20:00:00,jp,USA,Direct,CPC,add_to_cart,250,921458,4230,95.0,6,3,76.90835962292464,2022-05-21,06
mobile,Oppo,Safari,408,182116,2022-01-06 21:00:00,en,France,Direct,CPC,add_to_cart,354,408502,7946,67.0,3,4,332.32571290417803,2022-05-22,06
tablet,Samsung,Safari,557,410023,2022-01-06 22:00:00,jp,Taiwan,Google,Social,add_to_cart,760,448369,3048,214.0,7,3,383.1463233996407,2022-05-23,06
tablet,Other,Firefox,874,180454,2022-01-06 23:00:00,jp,Japan,Facebook,Organic,purchase,922,193470,1237,369.0,1,3,307.5717526914763,2022-05-24,06
tablet,Apple,Safari,155,716124,2022-01-07 00:00:00,zh,Taiwan,Direct,Social,purchase,413,571607,5859,383.0,4,4,347.7913462437178,2022-05-25,06
desktop,Apple,Firefox,793,428806,2022-01-07 01:00:00,zh,France,Referral,Organic,purchase,54,498066,4619,414.0,5,1,270.09418353983943,2022-05-26,06
tablet,Oppo,Firefox,794,433743,2022-01-07 02:00:00,en,France,Facebook,CPC,purchase,71,107394,3382,363.0,9,3,497.62441051231366,2022-05-27,06
mobile,Oppo,Safari,197,834894,2022-01-07 03:00:00,fr,France,Google,Social,page_view,166,896681,1363,111.0,6,4,132.33008474576374,2022-05-28,06
tablet,Oppo,Edge,460,735685,2022-01-07 04:00:00,jp,France,Facebook,CPC,add_to_cart,592,455568,7982,5.0,3,2,29.473161812307318,2022-05-29,06
tablet,Samsung,Edge,910,562041,2022-01-07 05:00:00,zh,France,Direct,Social,purchase,87,209875,9964,424.0,8,3,115.46945656964192,2022-05-30,06
mobile,Other,Edge,471,428154,2022-01-07 06:00:00,zh,Japan,Referral,Organic,page_view,219,708947,9859,262.0,7,4,341.0476006131832,2022-05-31,06
mobile,Xiaomi,Chrome,28,789100,2022-01-07 07:00:00,en,France,Referral,Social,purchase,781,509476,196,495.0,1,4,385.10560107718965,2022-06-01,06
tablet,Xiaomi,Firefox,455,436627,2022-01-07 08:00:00,en,Taiwan,Google,Organic,page_view,886,573588,2146,292.0,2,1,289.60693572516664,2022-06-02,06
mobile,Samsung,Firefox,588,586918,2022-01-07 09:00:00,fr,USA,Facebook,Social,page_view,111,285029,7323,466.0,7,4,84.321934147378,2022-06-03,06
tablet,Xiaomi,Chrome,920,945959,2022-01-07 10:00:00,jp,Japan,Facebook,Organic,purchase,936,619815,8659,334.0,9,2,298.39288708516335,2022-06-04,06
desktop,Oppo,Edge,185,700424,2022-01-07 11:00:00,en,France,Facebook,Organic,add_to_cart,924,540666,7778,490.0,9,3,399.86011463900763,2022-06-05,06
mobile,Xiaomi,Chrome,171,139629,2022-01-07 12:00:00,zh,USA,Direct,CPC,add_to_cart,795,801229,7491,429.0,6,3,186.36141130629784,2022-06-06,06
desktop,Oppo,Chrome,967,140320,2022-01-07 13:00:00,en,Taiwan,Google,CPC,purchase,382,918068,9749,134.0,8,1,242.21183295133957,2022-06-07,06
mobile,Other,Firefox,528,657667,2022-01-07 14:00:00,zh,USA,Facebook,Organic,page_view,231,352800,7082,144.0,3,4,417.8511487266411,2022-06-08,06
desktop,Apple,Firefox,629,191733,2022-01-07 15:00:00,jp,Japan,Google,CPC,page_view,220,350008,9700,57.0,4,1,256.29938657991374,2022-06-09,06
tablet,Samsung,Firefox,857,454392,2022-01-07 16:00:00,fr,France,Google,CPC,add_to_cart,168,386730,6106,133.0,5,3,296.11912787246206,2022-06-10,06
tablet,Apple,Chrome,928,556867,2022-01-07 17:00:00,zh,Taiwan,Google,CPC,purchase,550,254073,6700,217.0,9,2,49.08770687530656,2022-06-11,06
tablet,Oppo,Firefox,842,457378,2022-01-07 18:00:00,en,USA,Referral,CPC,purchase,537,811350,6372,10.0,8,3,272.0200652950457,2022-06-12,06
desktop,Oppo,Edge,562,889484,2022-01-07 19:00:00,zh,USA,Google,Organic,page_view,966,402271,3690,473.0,6,4,181.89434293060407,2022-06-13,06
tablet,Xiaomi,Chrome,720,289078,2022-01-07 20:00:00,zh,Japan,Referral,Social,add_to_cart,185,294066,3290,245.0,5,4,240.11040652126763,2022-06-14,06
