device_category,device_mobile_brand_name,device_browser,customer_id,user_pseudo_id,event_timestamp,device_language,country,source,medium,event_name,ga_session_number,ga_session_id,item_id,transaction_id,total_item_quantity,unique_items,purchase_revenue,partition_date,partition_month
desktop,Samsung,Safari,29,355745,2023-07-02 08:00:00,jp,France,Direct,CPC,purchase,650,140733,1877,198.0,6,1,170.7397865198986,2023-08-02,2023-07
desktop,Other,Chrome,304,472332,2023-07-02 09:00:00,en,France,Facebook,Organic,purchase,406,973668,5364,199.0,6,2,284.9885584615648,2023-08-03,2023-07
tablet,Samsung,Safari,994,585119,2023-07-02 10:00:00,jp,Japan,Referral,CPC,purchase,744,862129,8533,41.0,6,3,392.2796311456574,2023-08-04,2023-07
mobile,Other,Safari,465,378496,2023-07-02 11:00:00,jp,USA,Referral,Organic,purchase,601,755949,3376,434.0,8,3,16.411127805379003,2023-08-05,2023-07
tablet,Samsung,Firefox,502,750009,2023-07-02 12:00:00,jp,Taiwan,Facebook,Social,page_view,975,946476,2751,146.0,4,2,484.85305572026243,2023-08-06,2023-07
mobile,Other,Firefox,446,359291,2023-07-02 13:00:00,jp,France,Google,Organic,purchase,589,825959,9547,65.0,8,2,405.8913849243268,2023-08-07,2023-07
tablet,Xiaomi,Safari,628,538866,2023-07-02 14:00:00,en,Japan,Facebook,Organic,add_to_cart,648,971985,3277,430.0,9,2,376.82108330456134,2023-08-08,2023-07
tablet,Apple,Firefox,490,503562,2023-07-02 15:00:00,en,Taiwan,Google,Organic,add_to_cart,917,839270,449,192.0,4,3,381.3917541793492,2023-08-09,2023-07
mobile,Samsung,Firefox,781,780516,2023-07-02 16:00:00,en,France,Referral,Social,page_view,469,450579,5538,297.0,1,3,197.58505126123302,2023-08-10,2023-07
tablet,Xiaomi,Firefox,428,155904,2023-07-02 17:00:00,jp,Taiwan,Direct,Organic,purchase,918,149008,4173,37.0,3,1,377.0521726681828,2023-08-11,2023-07
mobile,Apple,Edge,559,378252,2023-07-02 18:00:00,fr,France,Facebook,Social,purchase,110,623343,8990,140.0,1,3,196.45125325846402,2023-08-12,2023-07
desktop,Samsung,Firefox,359,622247,2023-07-02 19:00:00,fr,Taiwan,Referral,Organic,add_to_cart,353,691082,3497,105.0,7,4,449.8598806395226,2023-08-13,2023-07
desktop,Xiaomi,Edge,960,889285,2023-07-02 20:00:00,en,France,Direct,CPC,page_view,813,179134,2183,427.0,1,3,92.72507973670248,2023-08-14,2023-07
desktop,Xiaomi,Edge,91,446300,2023-07-02 21:00:00,fr,France,Referral,Organic,add_to_cart,91,415034,3327,151.0,4,2,149.71197498649997,2023-08-15,2023-07
tablet,Xiaomi,Firefox,53,366320,2023-07-02 22:00:00,fr,Taiwan,Facebook,CPC,page_view,936,477403,8838,351.0,1,3,277.91208363604267,2023-08-16,2023-07
desktop,Oppo,Safari,730,724747,2023-07-02 23:00:00,fr,France,Facebook,Social,page_view,882,534720,720,413.0,2,1,163.0094627641999,2023-08-17,2023-07
mobile,Other,Firefox,860,519136,2023-07-03 00:00:00,fr,France,Direct,Social,page_view,918,546590,1523,325.0,1,3,214.99743642116033,2023-08-18,2023-07
desktop,Apple,Chrome,589,285922,2023-07-03 01:00:00,fr,France,Facebook,Organic,add_to_cart,414,391548,6757,37.0,5,2,248.74923125230436,2023-08-19,2023-07
desktop,Other,Safari,204,237901,2023-07-03 02:00:00,zh,Taiwan,Referral,Social,page_view,702,427367,6628,96.0,7,4,428.89490766268676,2023-08-20,2023-07
tablet,Other,Edge,556,223225,2023-07-03 03:00:00,en,Taiwan,Direct,Organic,add_to_cart,73,887069,1070,107.0,3,2,263.98016553630293,2023-08-21,2023-07
mobile,Other,Edge,156,593406,2023-07-03 04:00:00,jp,France,Direct,Social,add_to_cart,685,845512,5563,118.0,8,4,184.41762506420744,2023-08-22,2023-07
tablet,Xiaomi,Safari,2,860135,2023-07-03 05:00:00,fr,France,Referral,CPC,purchase,547,465330,7750,150.0,5,1,127.62940119738231,2023-08-23,2023-07
tablet,Other,Safari,357,321738,2023-07-03 06:00:00,zh,Taiwan,Google,Social,add_to_cart,722,377972,4888,73.0,5,1,207.2946095021376,2023-08-24,2023-07
mobile,Oppo,Firefox,825,735181,2023-07-03 07:00:00,jp,Japan,Direct,CPC,add_to_cart,298,284616,4675,56.0,5,3,260.2893716851131,2023-08-25,2023-07
tablet,Samsung,Edge,569,960359,2023-07-03 08:00:00,zh,France,Google,Organic,purchase,645,584948,2157,365.0,8,1,374.32685431560196,2023-08-26,2023-07
mobile,Xiaomi,Chrome,802,578076,2023-07-03 09:00:00,fr,Japan,Referral,Organic,purchase,283,726264,7945,334.0,2,1,64.91914420530765,2023-08-27,2023-07
desktop,Apple,Firefox,983,342726,2023-07-03 10:00:00,fr,Taiwan,Referral,Organic,purchase,505,669385,4140,251.0,2,2,114.69654817837969,2023-08-28,2023-07
mobile,Samsung,Safari,58,402811,2023-07-03 11:00:00,fr,France,Direct,CPC,page_view,198,737559,5630,406.0,8,2,192.92873785499324,2023-08-29,2023-07
mobile,Samsung,Edge,254,821202,2023-07-03 12:00:00,fr,Japan,Facebook,Organic,page_view,958,918454,7088,291.0,9,3,183.39721053415974,2023-08-30,2023-07
mobile,Samsung,Safari,180,529059,2023-07-03 13:00:00,jp,Taiwan,Direct,Organic,purchase,32,656490,5079,312.0,2,3,198.9153033645798,2023-08-31,2023-07
tablet,Other,Safari,493,806168,2023-07-03 14:00:00,jp,Japan,Facebook,CPC,page_view,648,128704,6406,254.0,4,3,397.79302599696064,2023-09-01,2023-07
mobile,Other,Safari,669,523759,2023-07-03 15:00:00,zh,USA,Google,Social,purchase,760,191411,6872,253.0,8,3,165.4564294662757,2023-09-02,2023-07
mobile,Xiaomi,Firefox,35,565996,2023-07-03 16:00:00,en,Taiwan,Facebook,Organic,page_view,871,753976,633,384.0,2,2,253.439599299319,2023-09-03,2023-07
mobile,Other,Chrome,75,106611,2023-07-03 17:00:00,fr,USA,Direct,Social,add_to_cart,341,647929,2200,455.0,4,3,313.83398126465875,2023-09-04,2023-07
desktop,Other,Chrome,944,450386,2023-07-03 18:00:00,zh,Taiwan,Facebook,Social,page_view,658,399623,5354,258.0,1,3,119.92838234088453,2023-09-05,2023-07
mobile,Other,Edge,289,971044,2023-07-03 19:00:00,zh,Taiwan,Referral,Organic,page_view,334,309843,2911,269.0,2,1,360.7542166380318,2023-09-06,2023-07
tablet,Xiaomi,Safari,371,933334,2023-07-03 20:00:00,zh,France,Google,Organic,add_to_cart,143,908459,623,464.0,7,3,275.82010327044907,2023-09-07,2023-07
mobile,Xiaomi,Chrome,587,871812,2023-07-03 21:00:00,fr,USA,Referral,CPC,purchase,746,405056,6074,33.0,1,4,226.15667570053213,2023-09-08,2023-07
mobile,Oppo,Safari,329,395187,2023-07-03 22:00:00,fr,USA,Referral,CPC,page_view,410,606313,361,494.0,1,1,405.84309323546535,2023-09-09,2023-07
desktop,Oppo,Edge,590,236343,2023-07-03 23:00:00,zh,USA,Referral,Organic,page_view,949,470371,6366,325.0,2,2,125.53015329666509,2023-09-10,2023-07
mobile,Oppo,Safari,767,959299,2023-07-04 00:00:00,fr,Taiwan,Referral,Social,add_to_cart,44,585774,8402,324.0,4,4,442.17210545409,2023-09-11,2023-07
tablet,Oppo,Chrome,777,439233,2023-07-04 01:00:00,zh,USA,Facebook,CPC,add_to_cart,32,302546,9123,237.0,7,3,282.71912400651837,2023-09-12,2023-07
mobile,Samsung,Safari,999,945177,2023-07-04 02:00:00,jp,USA,Referral,CPC,add_to_cart,743,228773,3944,178.0,4,1,306.5415652929308,2023-09-13,2023-07
tablet,Samsung,Chrome,304,590092,2023-07-04 03:00:00,fr,France,Facebook,Organic,add_to_cart,28,209658,4870,488.0,5,3,438.1541872636267,2023-09-14,2023-07
desktop,Oppo,Edge,579,290191,2023-07-04 04:00:00,jp,Japan,Referral,Organic,purchase,423,666980,8129,103.0,4,1,409.7034304854213,2023-09-15,2023-07
mobile,Oppo,Safari,221,766933,2023-07-04 05:00:00,en,Japan,Direct,Organic,page_view,491,723172,878,28.0,4,3,302.77322406684067,2023-09-16,2023-07
desktop,Apple,Chrome,979,776769,2023-07-04 06:00:00,fr,USA,Referral,Organic,page_view,160,656497,4796,226.0,9,4,377.8279134048462,2023-09-17,2023-07
mobile,Samsung,Edge,164,972402,2023-07-04 07:00:00,en,USA,Direct,CPC,page_view,845,812923,7792,465.0,6,2,219.49314766528394,2023-09-18,2023-07
tablet,Apple,Safari,480,386608,2023-07-04 08:00:00,zh,USA,Facebook,CPC,page_view,207,943170,2524,231.0,3,4,275.9519879823744,2023-09-19,2023-07
desktop,Apple,Edge,455,349220,2023-07-04 09:00:00,fr,USA,Google,CPC,purchase,18,399386,6271,303.0,6,4,35.72471767071301,2023-09-20,2023-07
mobile,Other,Chrome,375,536056,2023-07-04 10:00:00,fr,Japan,Facebook,Social,page_view,103,207966,8584,349.0,7,2,49.479669410023185,2023-09-21,2023-07
tablet,Xiaomi,Safari,220,742811,2023-07-04 11:00:00,fr,France,Google,CPC,purchase,582,793187,6624,334.0,7,1,415.56557507223437,2023-09-22,2023-07
desktop,Samsung,Safari,684,644950,2023-07-04 12:00:00,en,Taiwan,Google,CPC,purchase,631,277297,5089,116.0,8,1,34.537469562835845,2023-09-23,2023-07
mobile,Oppo,Safari,254,904660,2023-07-04 13:00:00,en,USA,Referral,Organic,add_to_cart,651,792456,7565,206.0,4,2,88.85256718814061,2023-09-24,2023-07
desktop,Oppo,Edge,722,685009,2023-07-04 14:00:00,zh,USA,Google,CPC,add_to_cart,672,805906,7067,399.0,1,3,398.9371661804686,2023-09-25,2023-07
mobile,Xiaomi,Edge,188,762746,2023-07-04 15:00:00,jp,Japan,Facebook,CPC,page_view,232,952889,6546,184.0,6,1,5.567245560986862,2023-09-26,2023-07
tablet,Samsung,Chrome,191,893294,2023-07-04 16:00:00,jp,USA,Referral,CPC,purchase,660,491401,2322,480.0,8,4,144.79014277870283,2023-09-27,2023-07
tablet,Oppo,Firefox,389,664396,2023-07-04 17:00:00,en,France,Google,Organic,add_to_cart,865,430453,8150,137.0,5,2,294.0991356241778,2023-09-28,2023-07
desktop,Oppo,Safari,215,191788,2023-07-04 18:00:00,fr,France,Facebook,CPC,purchase,424,710784,8126,402.0,3,4,299.7477160773018,2023-09-29,2023-07
desktop,Other,Safari,375,568239,2023-07-04 19:00:00,jp,USA,Google,CPC,add_to_cart,904,785628,8331,484.0,4,1,389.6906895735894,2023-09-30,2023-07
mobile,Apple,Chrome,86,344437,2023-07-04 20:00:00,jp,Japan,Google,Social,purchase,755,840714,8295,497.0,8,2,255.43349597362436,2023-10-01,2023-07
tablet,Oppo,Safari,474,861299,2023-07-04 21:00:00,en,USA,Referral,Social,page_view,547,860397,5334,322.0,6,2,257.15392541783035,2023-10-02,2023-07
mobile,Samsung,Edge,618,966572,2023-07-04 22:00:00,zh,USA,Referral,Social,page_view,837,210078,8676,163.0,5,1,364.0287348926467,2023-10-03,2023-07
tablet,Xiaomi,Edge,844,782561,2023-07-04 23:00:00,en,Japan,Facebook,Social,purchase,894,888297,7859,387.0,9,1,251.81910931681034,2023-10-04,2023-07
desktop,Other,Safari,808,955010,2023-07-05 00:00:00,en,France,Referral,Organic,add_to_cart,867,196242,4320,74.0,3,2,306.2030878489903,2023-10-05,2023-07
mobile,Samsung,Safari,531,149966,2023-07-05 01:00:00,fr,Taiwan,Referral,Social,add_to_cart,239,915319,5390,232.0,7,3,449.3981637862503,2023-10-06,2023-07
mobile,Other,Edge,47,285846,2023-07-05 02:00:00,en,USA,Direct,CPC,page_view,334,543092,1849,416.0,9,2,203.7182487681241,2023-10-07,2023-07
tablet,Apple,Safari,65,372530,2023-07-05 03:00:00,fr,France,Direct,Social,page_view,149,982479,3206,283.0,4,3,195.636910105015,2023-10-08,2023-07
tablet,Oppo,Edge,963,701516,2023-07-05 04:00:00,zh,USA,Facebook,Organic,page_view,623,788839,2162,479.0,3,4,6.756750973061799,2023-10-09,2023-07
tablet,Samsung,Firefox,475,246297,2023-07-05 05:00:00,fr,Taiwan,Referral,Social,add_to_cart,408,228863,1465,376.0,1,3,308.6459994530098,2023-10-10,2023-07
desktop,Xiaomi,Firefox,146,509909,2023-07-05 06:00:00,zh,Japan,Facebook,Social,add_to_cart,17,140478,644,254.0,9,3,19.73709416653033,2023-10-11,2023-07
mobile,Apple,Safari,946,434341,2023-07-05 07:00:00,zh,France,Direct,Organic,page_view,914,259574,5352,463.0,1,1,254.55350241551656,2023-10-12,2023-07
tablet,Apple,Safari,798,143021,2023-07-05 08:00:00,zh,Taiwan,Direct,Organic,purchase,226,875128,4554,8.0,2,2,403.0957255709522,2023-10-13,2023-07
desktop,Other,Safari,382,481059,2023-07-05 09:00:00,en,USA,Direct,Organic,add_to_cart,652,998182,6519,202.0,9,4,277.2109299072332,2023-10-14,2023-07
tablet,Apple,Edge,66,249333,2023-07-05 10:00:00,fr,Taiwan,Facebook,Organic,page_view,656,375538,5724,389.0,5,2,138.46990178225462,2023-10-15,2023-07
mobile,Samsung,Firefox,517,520594,2023-07-05 11:00:00,jp,France,Referral,Organic,purchase,260,329766,7947,378.0,4,3,394.1533686174388,2023-10-16,2023-07
tablet,Other,Firefox,93,876934,2023-07-05 12:00:00,en,Japan,Google,Organic,add_to_cart,729,764622,611,304.0,9,3,138.50991702085673,2023-10-17,2023-07
mobile,Apple,Chrome,865,186755,2023-07-05 13:00:00,zh,USA,Referral,CPC,purchase,674,104487,4303,90.0,9,3,367.8507315682199,2023-10-18,2023-07
desktop,Xiaomi,Chrome,426,166330,2023-07-05 14:00:00,jp,Japan,Facebook,Social,purchase,604,782701,1544,380.0,2,2,307.07793531916445,2023-10-19,2023-07
desktop,Samsung,Safari,468,802726,2023-07-05 15:00:00,en,Japan,Direct,Social,add_to_cart,174,358432,1467,331.0,3,3,89.1481668902606,2023-10-20,2023-07
tablet,Xiaomi,Edge,94,958754,2023-07-05 16:00:00,jp,Taiwan,Google,Organic,page_view,843,208924,9109,149.0,3,2,453.04126804787194,2023-10-21,2023-07
mobile,Xiaomi,Safari,618,988750,2023-07-05 17:00:00,zh,Taiwan,Facebook,Organic,purchase,205,885484,6237,359.0,5,4,104.31862306381187,2023-10-22,2023-07
mobile,Other,Firefox,133,669601,2023-07-05 18:00:00,jp,France,Direct,CPC,page_view,415,506786,1182,175.0,3,4,494.8456016996316,2023-10-23,2023-07
mobile,Oppo,Safari,434,334729,2023-07-05 19:00:00,jp,France,Facebook,CPC,add_to_cart,508,681556,2147,484.0,6,2,8.618691884195682,2023-10-24,2023-07
tablet,Other,Safari,341,857071,2023-07-05 20:00:00,zh,Japan,Google,Organic,purchase,153,129605,2273,404.0,2,4,135.424271685737,2023-10-25,2023-07
mobile,Samsung,Firefox,314,389176,2023-07-05 21:00:00,jp,France,Direct,CPC,purchase,103,695890,9044,32.0,6,1,103.93084715072843,2023-10-26,2023-07
mobile,Samsung,Firefox,591,585179,2023-07-05 22:00:00,en,Japan,Referral,CPC,purchase,714,782083,4537,464.0,6,3,11.926738034379001,2023-10-27,2023-07
mobile,Other,Firefox,212,248430,2023-07-05 23:00:00,jp,USA,Facebook,Organic,purchase,792,300180,720,183.0,2,3,367.5221105729212,2023-10-28,2023-07
mobile,Oppo,Firefox,520,948142,2023-07-06 00:00:00,fr,Japan,Google,Organic,purchase,65,964638,4681,156.0,6,3,348.24577203930016,2023-10-29,2023-07
tablet,Other,Chrome,159,457470,2023-07-06 01:00:00,en,France,Referral,Organic,add_to_cart,117,193375,3473,52.0,6,1,397.2137273556906,2023-10-30,2023-07
tablet,Samsung,Edge,268,448301,2023-07-06 02:00:00,jp,France,Google,Organic,purchase,665,541923,3643,295.0,6,3,132.0657804999598,2023-10-31,2023-07
mobile,Oppo,Edge,661,542037,2023-07-06 03:00:00,fr,Japan,Facebook,Social,add_to_cart,156,804388,64,201.0,5,2,224.94590770607013,2023-11-01,2023-07
mobile,Samsung,Firefox,862,128365,2023-07-06 04:00:00,fr,Taiwan,Google,Social,page_view,676,980369,560,273.0,7,3,331.261193202666,2023-11-02,2023-07
desktop,Oppo,Edge,958,375333,2023-07-06 05:00:00,fr,Japan,Direct,Organic,add_to_cart,82,681209,7447,174.0,5,2,222.68540942463108,2023-11-03,2023-07
desktop,Oppo,Edge,603,569965,2023-07-06 06:00:00,jp,Japan,Google,CPC,purchase,518,422904,1734,243.0,1,4,350.1762563073683,2023-11-04,2023-07
mobile,Other,Edge,748,631536,2023-07-06 07:00:00,zh,Taiwan,Facebook,Organic,page_view,834,765609,8862,268.0,9,2,318.8168371780189,2023-11-05,2023-07
mobile,Other,Edge,474,104369,2023-07-06 08:00:00,fr,USA,Direct,Social,add_to_cart,67,692135,3895,410.0,3,2,61.75066249597735,2023-11-06,2023-07
desktop,Other,Firefox,801,556979,2023-07-06 09:00:00,zh,Taiwan,Google,CPC,add_to_cart,238,721835,1543,445.0,2,2,391.6163449330992,2023-11-07,2023-07
desktop,Oppo,Safari,410,915037,2023-07-06 10:00:00,en,France,Google,Social,add_to_cart,584,405983,9464,73.0,6,3,361.73479775079653,2023-11-08,2023-07
mobile,Oppo,Safari,474,936048,2023-07-06 11:00:00,zh,Taiwan,Direct,Organic,purchase,607,860437,2416,95.0,8,1,329.6380218706156,2023-11-09,2023-07
tablet,Samsung,Safari,356,547695,2023-07-06 12:00:00,zh,France,Referral,Social,purchase,816,663961,6091,360.0,2,1,81.77133510414615,2023-11-10,2023-07
tablet,Xiaomi,Chrome,680,465863,2023-07-06 13:00:00,zh,France,Referral,Social,add_to_cart,979,627930,5218,172.0,4,2,137.658242153705,2023-11-11,2023-07
mobile,Other,Edge,193,271955,2023-07-06 14:00:00,zh,Japan,Direct,Social,add_to_cart,326,607866,5388,386.0,2,3,199.6226306358622,2023-11-12,2023-07
mobile,Samsung,Firefox,699,657343,2023-07-06 15:00:00,zh,Japan,Google,CPC,page_view,590,413905,5180,405.0,9,1,143.56516271993948,2023-11-13,2023-07
desktop,Samsung,Firefox,271,824091,2023-07-06 16:00:00,en,USA,Referral,Social,purchase,67,633910,8188,154.0,2,4,117.76609388468508,2023-11-14,2023-07
desktop,Apple,Chrome,114,478824,2023-07-06 17:00:00,en,France,Direct,CPC,purchase,176,148423,6644,182.0,2,4,403.652046730079,2023-11-15,2023-07
tablet,Other,Firefox,897,369594,2023-07-06 18:00:00,zh,Japan,Facebook,Organic,page_view,833,667161,7661,322.0,5,3,320.92496194830017,2023-11-16,2023-07
mobile,Samsung,Safari,523,233997,2023-07-06 19:00:00,zh,France,Google,Organic,add_to_cart,684,859904,2459,288.0,5,4,284.9087051173739,2023-11-17,2023-07
desktop,Apple,Chrome,55,573267,2023-07-06 20:00:00,fr,USA,Facebook,Social,add_to_cart,478,147565,9356,257.0,7,4,116.84659187236066,2023-11-18,2023-07
tablet,Other,Firefox,770,150272,2023-07-06 21:00:00,en,France,Google,CPC,page_view,255,763166,6029,74.0,1,4,459.44789832297744,2023-11-19,2023-07
tablet,Oppo,Chrome,65,105310,2023-07-06 22:00:00,jp,USA,Referral,Organic,add_to_cart,63,887189,5448,173.0,2,1,99.63560435317154,2023-11-20,2023-07
tablet,Apple,Chrome,991,131817,2023-07-06 23:00:00,en,USA,Facebook,CPC,add_to_cart,814,585462,4560,329.0,6,4,398.50071174821517,2023-11-21,2023-07
desktop,Oppo,Firefox,684,608350,2023-07-07 00:00:00,jp,USA,Facebook,CPC,page_view,403,106220,2750,230.0,2,2,483.5029700191201,2023-11-22,2023-07
desktop,Xiaomi,Safari,272,586160,2023-07-07 01:00:00,fr,Japan,Direct,Social,page_view,758,994840,1949,246.0,4,2,364.91090096599686,2023-11-23,2023-07
mobile,Xiaomi,Firefox,502,537744,2023-07-07 02:00:00,zh,Taiwan,Referral,Social,page_view,192,716139,6307,160.0,6,4,496.4650937163917,2023-11-24,2023-07
mobile,Xiaomi,Edge,662,840176,2023-07-07 03:00:00,fr,Taiwan,Referral,CPC,add_to_cart,979,810114,8252,185.0,7,2,327.2703029040836,2023-11-25,2023-07
tablet,Xiaomi,Edge,362,182641,2023-07-07 04:00:00,zh,Japan,Google,CPC,page_view,329,979761,8093,390.0,5,1,112.64287008392802,2023-11-26,2023-07
tablet,Samsung,Firefox,146,839443,2023-07-07 05:00:00,en,France,Direct,Social,add_to_cart,71,227636,8525,142.0,8,3,105.8906493896731,2023-11-27,2023-07
desktop,Xiaomi,Safari,943,831670,2023-07-07 06:00:00,zh,Japan,Direct,CPC,purchase,878,600846,190,281.0,6,2,165.6593207064608,2023-11-28,2023-07
desktop,Samsung,Edge,209,639745,2023-07-07 07:00:00,jp,France,Google,Social,purchase,741,515721,6009,394.0,5,4,8.529360009398001,2023-11-29,2023-07
mobile,Samsung,Edge,286,142311,2023-07-07 08:00:00,jp,USA,Facebook,CPC,page_view,946,914720,7483,127.0,4,3,342.4407426910031,2023-11-30,2023-07
mobile,Other,Firefox,10,251958,2023-07-07 09:00:00,fr,Japan,Google,Social,add_to_cart,63,698780,296,165.0,6,3,137.99055339077466,2023-12-01,2023-07
mobile,Samsung,Firefox,739,570328,2023-07-07 10:00:00,en,Taiwan,Google,CPC,add_to_cart,297,381253,8369,26.0,6,4,408.51569998491266,2023-12-02,2023-07
desktop,Samsung,Firefox,186,544093,2023-07-07 11:00:00,jp,France,Google,Social,add_to_cart,245,873416,8169,245.0,6,2,182.79046202685362,2023-12-03,2023-07
tablet,Xiaomi,Chrome,574,747861,2023-07-07 12:00:00,fr,Japan,Direct,CPC,page_view,519,496713,800,486.0,1,1,242.5784642643398,2023-12-04,2023-07
mobile,Samsung,Chrome,597,459571,2023-07-07 13:00:00,en,Japan,Google,Organic,add_to_cart,393,157326,8998,134.0,6,2,483.0160136973828,2023-12-05,2023-07
mobile,Oppo,Chrome,464,922613,2023-07-07 14:00:00,en,France,Google,Organic,add_to_cart,772,109864,7004,384.0,1,2,124.87520090840216,2023-12-06,2023-07
